session_key,driver_number,position,date
9070,31,14,2023-04-30 12:36:34.064000+00:00
9070,10,14,2023-04-30 12:36:35.611000+00:00
9070,31,15,2023-04-30 12:36:35.611000+00:00
9078,11,1,2023-05-07 18:31:07.678000+00:00
9078,14,2,2023-05-07 18:31:07.678000+00:00
9078,55,3,2023-05-07 18:31:07.678000+00:00
9078,20,4,2023-05-07 18:31:07.678000+00:00
9078,10,5,2023-05-07 18:31:07.678000+00:00
9078,63,6,2023-05-07 18:31:07.678000+00:00
9078,16,7,2023-05-07 18:31:07.678000+00:00
9078,31,8,2023-05-07 18:31:07.678000+00:00
9078,1,9,2023-05-07 18:31:07.678000+00:00
9078,77,10,2023-05-07 18:31:07.678000+00:00
9078,23,11,2023-05-07 18:31:07.678000+00:00
9078,27,12,2023-05-07 18:31:07.678000+00:00
9078,44,13,2023-05-07 18:31:07.678000+00:00
9078,24,14,2023-05-07 18:31:07.678000+00:00
9078,21,15,2023-05-07 18:31:07.678000+00:00
9078,4,16,2023-05-07 18:31:07.678000+00:00
9078,22,17,2023-05-07 18:31:07.678000+00:00
9078,18,18,2023-05-07 18:31:07.678000+00:00
9078,81,19,2023-05-07 18:31:07.678000+00:00
9078,2,20,2023-05-07 18:31:07.678000+00:00
9078,20,5,2023-05-07 19:33:55.745000+00:00
9078,10,4,2023-05-07 19:33:55.745000+00:00
9078,20,6,2023-05-07 19:33:55.886000+00:00
9078,63,5,2023-05-07 19:33:55.886000+00:00
9078,31,9,2023-05-07 19:33:56.526000+00:00
9078,1,10,2023-05-07 19:33:56.526000+00:00
9078,77,8,2023-05-07 19:33:56.526000+00:00
9078,27,13,2023-05-07 19:33:57.120000+00:00
9078,44,12,2023-05-07 19:33:57.120000+00:00
9078,24,15,2023-05-07 19:33:57.448000+00:00
9078,21,16,2023-05-07 19:33:57.448000+00:00
9078,4,14,2023-05-07 19:33:57.448000+00:00
9078,24,16,2023-05-07 19:33:57.667000+00:00
9078,21,15,2023-05-07 19:33:57.667000+00:00
9078,22,18,2023-05-07 19:33:57.885000+00:00
9078,18,19,2023-05-07 19:33:57.885000+00:00
9078,81,17,2023-05-07 19:33:57.885000+00:00
9078,22,19,2023-05-07 19:33:58.026000+00:00
9078,18,18,2023-05-07 19:33:58.026000+00:00
9078,23,12,2023-05-07 19:34:02.495000+00:00
9078,27,11,2023-05-07 19:34:02.495000+00:00
9078,44,13,2023-05-07 19:34:02.495000+00:00
9078,24,17,2023-05-07 19:34:03.229000+00:00
9078,21,16,2023-05-07 19:34:03.229000+00:00
9078,4,15,2023-05-07 19:34:03.229000+00:00
9078,81,14,2023-05-07 19:34:03.229000+00:00
9078,24,14,2023-05-07 19:34:03.245000+00:00
9078,21,17,2023-05-07 19:34:03.245000+00:00
9078,4,16,2023-05-07 19:34:03.245000+00:00
9078,81,15,2023-05-07 19:34:03.245000+00:00
9078,21,18,2023-05-07 19:34:03.635000+00:00
9078,4,17,2023-05-07 19:34:03.635000+00:00
9078,18,16,2023-05-07 19:34:03.635000+00:00
9078,21,19,2023-05-07 19:34:03.729000+00:00
9078,4,18,2023-05-07 19:34:03.729000+00:00
9078,22,17,2023-05-07 19:34:03.729000+00:00
9078,21,20,2023-05-07 19:34:03.807000+00:00
9078,4,19,2023-05-07 19:34:03.807000+00:00
9078,2,18,2023-05-07 19:34:03.807000+00:00
9078,23,11,2023-05-07 19:34:07.042000+00:00
9078,27,12,2023-05-07 19:34:07.042000+00:00
9078,24,15,2023-05-07 19:34:07.526000+00:00
9078,81,14,2023-05-07 19:34:07.526000+00:00
9078,44,14,2023-05-07 19:34:27.651000+00:00
9078,81,13,2023-05-07 19:34:27.651000+00:00
9078,4,18,2023-05-07 19:34:29.370000+00:00
9078,2,19,2023-05-07 19:34:29.370000+00:00
9078,4,19,2023-05-07 19:34:32.791000+00:00
9078,2,18,2023-05-07 19:34:32.791000+00:00
9078,23,12,2023-05-07 19:34:40.057000+00:00
9078,27,11,2023-05-07 19:34:40.057000+00:00
9078,44,13,2023-05-07 19:34:40.994000+00:00
9078,81,14,2023-05-07 19:34:40.994000+00:00
9078,20,7,2023-05-07 19:34:42.463000+00:00
9078,16,6,2023-05-07 19:34:42.463000+00:00
9078,31,10,2023-05-07 19:34:43.510000+00:00
9078,1,9,2023-05-07 19:34:43.510000+00:00
9078,22,16,2023-05-07 19:34:45.697000+00:00
9078,18,17,2023-05-07 19:34:45.697000+00:00
9078,44,14,2023-05-07 19:34:51.229000+00:00
9078,81,13,2023-05-07 19:34:51.229000+00:00
9078,22,17,2023-05-07 19:34:51.963000+00:00
9078,18,16,2023-05-07 19:34:51.963000+00:00
9078,44,13,2023-05-07 19:34:55.354000+00:00
9078,81,14,2023-05-07 19:34:55.354000+00:00
9078,22,16,2023-05-07 19:34:56.010000+00:00
9078,18,17,2023-05-07 19:34:56.010000+00:00
9078,24,16,2023-05-07 19:35:01.228000+00:00
9078,22,15,2023-05-07 19:35:01.228000+00:00
9078,24,15,2023-05-07 19:35:06.432000+00:00
9078,22,16,2023-05-07 19:35:06.432000+00:00
9078,24,16,2023-05-07 19:35:19.760000+00:00
9078,22,15,2023-05-07 19:35:19.760000+00:00
9078,1,8,2023-05-07 19:36:18.790000+00:00
9078,77,9,2023-05-07 19:36:18.790000+00:00
9078,4,18,2023-05-07 19:37:11.227000+00:00
9078,2,19,2023-05-07 19:37:11.227000+00:00
9078,21,19,2023-05-07 19:37:11.696000+00:00
9078,2,20,2023-05-07 19:37:11.696000+00:00
9078,20,6,2023-05-07 19:37:57.633000+00:00
9078,16,7,2023-05-07 19:37:57.633000+00:00
9078,24,15,2023-05-07 19:37:57.898000+00:00
9078,22,16,2023-05-07 19:37:57.898000+00:00
9078,24,16,2023-05-07 19:38:03.664000+00:00
9078,22,15,2023-05-07 19:38:03.664000+00:00
9078,20,7,2023-05-07 19:38:30.710000+00:00
9078,16,6,2023-05-07 19:38:30.710000+00:00
9078,20,7,2023-05-07 19:38:40.695000+00:00
9078,16,8,2023-05-07 19:38:40.695000+00:00
9078,1,6,2023-05-07 19:38:40.695000+00:00
9078,21,18,2023-05-07 19:40:20.491000+00:00
9078,4,19,2023-05-07 19:40:20.491000+00:00
9078,31,9,2023-05-07 19:41:01.709000+00:00
9078,77,10,2023-05-07 19:41:01.709000+00:00
9078,22,14,2023-05-07 19:41:50.677000+00:00
9078,81,15,2023-05-07 19:41:50.677000+00:00
9078,24,15,2023-05-07 19:41:51.115000+00:00
9078,81,16,2023-05-07 19:41:51.115000+00:00
9078,18,16,2023-05-07 19:41:51.755000+00:00
9078,81,17,2023-05-07 19:41:51.755000+00:00
9078,21,17,2023-05-07 19:41:54.833000+00:00
9078,81,18,2023-05-07 19:41:54.833000+00:00
9078,63,6,2023-05-07 19:46:15.002000+00:00
9078,1,5,2023-05-07 19:46:15.002000+00:00
9078,10,5,2023-05-07 19:47:47.970000+00:00
9078,1,4,2023-05-07 19:47:47.970000+00:00
9078,10,6,2023-05-07 19:48:05.141000+00:00
9078,63,5,2023-05-07 19:48:05.141000+00:00
9078,4,18,2023-05-07 19:53:16.216000+00:00
9078,81,19,2023-05-07 19:53:16.216000+00:00
9078,55,4,2023-05-07 19:54:51.840000+00:00
9078,1,3,2023-05-07 19:54:51.840000+00:00
9078,20,8,2023-05-07 19:55:47.105000+00:00
9078,16,7,2023-05-07 19:55:47.105000+00:00
9078,20,9,2023-05-07 19:55:48.043000+00:00
9078,31,8,2023-05-07 19:55:48.043000+00:00
9078,20,10,2023-05-07 19:55:49.933000+00:00
9078,77,9,2023-05-07 19:55:49.933000+00:00
9078,20,11,2023-05-07 19:55:50.699000+00:00
9078,27,10,2023-05-07 19:55:50.699000+00:00
9078,20,12,2023-05-07 19:55:51.636000+00:00
9078,23,11,2023-05-07 19:55:51.636000+00:00
9078,20,13,2023-05-07 19:55:54.996000+00:00
9078,44,12,2023-05-07 19:55:54.996000+00:00
9078,20,14,2023-05-07 19:55:55.667000+00:00
9078,22,13,2023-05-07 19:55:55.667000+00:00
9078,20,15,2023-05-07 19:55:56.542000+00:00
9078,24,14,2023-05-07 19:55:56.542000+00:00
9078,20,16,2023-05-07 19:55:58.214000+00:00
9078,18,15,2023-05-07 19:55:58.214000+00:00
9078,20,17,2023-05-07 19:56:03.558000+00:00
9078,21,16,2023-05-07 19:56:03.558000+00:00
9078,14,3,2023-05-07 19:56:24.058000+00:00
9078,1,2,2023-05-07 19:56:24.058000+00:00
9078,23,12,2023-05-07 19:56:40.417000+00:00
9078,44,11,2023-05-07 19:56:40.417000+00:00
9078,77,10,2023-05-07 19:56:44.776000+00:00
9078,27,9,2023-05-07 19:56:44.776000+00:00
9078,77,9,2023-05-07 19:57:17.760000+00:00
9078,27,10,2023-05-07 19:57:17.760000+00:00
9078,10,7,2023-05-07 19:57:20.526000+00:00
9078,16,6,2023-05-07 19:57:20.526000+00:00
9078,10,8,2023-05-07 19:57:21.245000+00:00
9078,31,7,2023-05-07 19:57:21.245000+00:00
9078,77,10,2023-05-07 19:57:25.213000+00:00
9078,27,9,2023-05-07 19:57:25.213000+00:00
9078,77,11,2023-05-07 19:57:25.588000+00:00
9078,44,10,2023-05-07 19:57:25.588000+00:00
9078,77,12,2023-05-07 19:57:26.057000+00:00
9078,23,11,2023-05-07 19:57:26.057000+00:00
9078,77,13,2023-05-07 19:57:26.541000+00:00
9078,22,12,2023-05-07 19:57:26.541000+00:00
9078,77,14,2023-05-07 19:57:27.432000+00:00
9078,24,13,2023-05-07 19:57:27.432000+00:00
9078,10,9,2023-05-07 19:57:27.995000+00:00
9078,27,8,2023-05-07 19:57:27.995000+00:00
9078,10,10,2023-05-07 19:57:28.323000+00:00
9078,44,9,2023-05-07 19:57:28.323000+00:00
9078,77,15,2023-05-07 19:57:28.729000+00:00
9078,18,14,2023-05-07 19:57:28.729000+00:00
9078,10,11,2023-05-07 19:57:28.823000+00:00
9078,23,10,2023-05-07 19:57:28.823000+00:00
9078,10,12,2023-05-07 19:57:29.307000+00:00
9078,22,11,2023-05-07 19:57:29.307000+00:00
9078,10,13,2023-05-07 19:57:30.229000+00:00
9078,24,12,2023-05-07 19:57:30.229000+00:00
9078,10,14,2023-05-07 19:57:31.604000+00:00
9078,18,13,2023-05-07 19:57:31.604000+00:00
9078,20,16,2023-05-07 19:57:39.104000+00:00
9078,21,17,2023-05-07 19:57:39.104000+00:00
9078,20,15,2023-05-07 19:57:42.072000+00:00
9078,77,16,2023-05-07 19:57:42.072000+00:00
9078,21,18,2023-05-07 19:57:49.494000+00:00
9078,4,17,2023-05-07 19:57:49.494000+00:00
9078,21,19,2023-05-07 19:57:51.479000+00:00
9078,81,18,2023-05-07 19:57:51.479000+00:00
9078,16,7,2023-05-07 20:00:27.680000+00:00
9078,31,6,2023-05-07 20:00:27.680000+00:00
9078,63,6,2023-05-07 20:00:30.555000+00:00
9078,31,5,2023-05-07 20:00:30.555000+00:00
9078,63,7,2023-05-07 20:00:34.774000+00:00
9078,16,8,2023-05-07 20:00:34.774000+00:00
9078,27,6,2023-05-07 20:00:34.774000+00:00
9078,63,8,2023-05-07 20:00:34.883000+00:00
9078,16,9,2023-05-07 20:00:34.883000+00:00
9078,44,7,2023-05-07 20:00:34.883000+00:00
9078,63,9,2023-05-07 20:00:36.555000+00:00
9078,16,10,2023-05-07 20:00:36.555000+00:00
9078,23,8,2023-05-07 20:00:36.555000+00:00
9078,63,10,2023-05-07 20:00:37.430000+00:00
9078,16,11,2023-05-07 20:00:37.430000+00:00
9078,22,9,2023-05-07 20:00:37.430000+00:00
9078,63,11,2023-05-07 20:00:37.789000+00:00
9078,16,12,2023-05-07 20:00:37.789000+00:00
9078,24,10,2023-05-07 20:00:37.789000+00:00
9078,63,12,2023-05-07 20:00:38.367000+00:00
9078,16,13,2023-05-07 20:00:38.367000+00:00
9078,18,11,2023-05-07 20:00:38.367000+00:00
9078,10,13,2023-05-07 20:00:45.508000+00:00
9078,16,14,2023-05-07 20:00:45.508000+00:00
9078,20,14,2023-05-07 20:00:46.805000+00:00
9078,16,15,2023-05-07 20:00:46.805000+00:00
9078,55,5,2023-05-07 20:02:03.601000+00:00
9078,31,4,2023-05-07 20:02:03.601000+00:00
9078,55,6,2023-05-07 20:02:08.569000+00:00
9078,27,5,2023-05-07 20:02:08.569000+00:00
9078,55,7,2023-05-07 20:02:08.882000+00:00
9078,44,6,2023-05-07 20:02:08.882000+00:00
9078,24,11,2023-05-07 20:02:18.288000+00:00
9078,18,10,2023-05-07 20:02:18.288000+00:00
9078,55,6,2023-05-07 20:03:48.959000+00:00
9078,44,7,2023-05-07 20:03:48.959000+00:00
9078,11,2,2023-05-07 20:04:49.818000+00:00
9078,1,1,2023-05-07 20:04:49.818000+00:00
9078,11,3,2023-05-07 20:04:53.474000+00:00
9078,14,2,2023-05-07 20:04:53.474000+00:00
9078,63,11,2023-05-07 20:05:03.646000+00:00
9078,24,12,2023-05-07 20:05:03.646000+00:00
9078,11,4,2023-05-07 20:05:09.646000+00:00
9078,31,3,2023-05-07 20:05:09.646000+00:00
9078,55,5,2023-05-07 20:05:21.177000+00:00
9078,27,6,2023-05-07 20:05:21.177000+00:00
9078,23,9,2023-05-07 20:06:41.941000+00:00
9078,22,8,2023-05-07 20:06:41.941000+00:00
9078,11,3,2023-05-07 20:07:28.097000+00:00
9078,31,4,2023-05-07 20:07:28.097000+00:00
9078,10,12,2023-05-07 20:07:37.394000+00:00
9078,24,13,2023-05-07 20:07:37.394000+00:00
9078,23,10,2023-05-07 20:08:23.612000+00:00
9078,18,9,2023-05-07 20:08:23.612000+00:00
9078,63,10,2023-05-07 20:08:24.018000+00:00
9078,23,11,2023-05-07 20:08:24.018000+00:00
9078,10,11,2023-05-07 20:08:25.721000+00:00
9078,23,12,2023-05-07 20:08:25.721000+00:00
9078,23,13,2023-05-07 20:08:26.690000+00:00
9078,24,12,2023-05-07 20:08:26.690000+00:00
9078,20,13,2023-05-07 20:08:27.596000+00:00
9078,23,14,2023-05-07 20:08:27.596000+00:00
9078,16,14,2023-05-07 20:08:34.753000+00:00
9078,23,15,2023-05-07 20:08:34.753000+00:00
9078,77,15,2023-05-07 20:08:39.768000+00:00
9078,23,16,2023-05-07 20:08:39.768000+00:00
9078,23,17,2023-05-07 20:08:42.268000+00:00
9078,4,16,2023-05-07 20:08:42.268000+00:00
9078,27,7,2023-05-07 20:09:07.174000+00:00
9078,44,6,2023-05-07 20:09:07.174000+00:00
9078,63,9,2023-05-07 20:09:59.564000+00:00
9078,18,10,2023-05-07 20:09:59.564000+00:00
9078,11,2,2023-05-07 20:11:18.454000+00:00
9078,14,3,2023-05-07 20:11:18.454000+00:00
9078,20,12,2023-05-07 20:11:20.798000+00:00
9078,24,13,2023-05-07 20:11:20.798000+00:00
9078,14,4,2023-05-07 20:11:22.548000+00:00
9078,31,3,2023-05-07 20:11:22.548000+00:00
9078,14,5,2023-05-07 20:11:24.469000+00:00
9078,55,4,2023-05-07 20:11:24.469000+00:00
9078,10,10,2023-05-07 20:12:18.719000+00:00
9078,18,11,2023-05-07 20:12:18.719000+00:00
9078,63,8,2023-05-07 20:13:49.327000+00:00
9078,22,9,2023-05-07 20:13:49.327000+00:00
9078,14,4,2023-05-07 20:15:14.561000+00:00
9078,55,5,2023-05-07 20:15:14.561000+00:00
9078,16,13,2023-05-07 20:15:30.498000+00:00
9078,24,14,2023-05-07 20:15:30.498000+00:00
9078,23,16,2023-05-07 20:15:40.857000+00:00
9078,4,17,2023-05-07 20:15:40.857000+00:00
9078,63,7,2023-05-07 20:16:54.763000+00:00
9078,27,8,2023-05-07 20:16:54.763000+00:00
9078,14,3,2023-05-07 20:18:16.012000+00:00
9078,31,4,2023-05-07 20:18:16.012000+00:00
9078,55,4,2023-05-07 20:19:53.307000+00:00
9078,31,5,2023-05-07 20:19:53.307000+00:00
9078,21,18,2023-05-07 20:20:32.760000+00:00
9078,81,19,2023-05-07 20:20:32.760000+00:00
9078,77,14,2023-05-07 20:22:32.274000+00:00
9078,24,15,2023-05-07 20:22:32.274000+00:00
9078,23,15,2023-05-07 20:22:38.087000+00:00
9078,24,16,2023-05-07 20:22:38.087000+00:00
9078,24,17,2023-05-07 20:22:41.274000+00:00
9078,4,16,2023-05-07 20:22:41.274000+00:00
9078,63,6,2023-05-07 20:23:08.180000+00:00
9078,44,7,2023-05-07 20:23:08.180000+00:00
9078,27,9,2023-05-07 20:24:23.586000+00:00
9078,22,8,2023-05-07 20:24:23.586000+00:00
9078,55,5,2023-05-07 20:24:28.898000+00:00
9078,31,4,2023-05-07 20:24:28.898000+00:00
9078,10,11,2023-05-07 20:24:41.929000+00:00
9078,18,10,2023-05-07 20:24:41.929000+00:00
9078,10,10,2023-05-07 20:24:48.226000+00:00
9078,18,11,2023-05-07 20:24:48.226000+00:00
9078,10,9,2023-05-07 20:25:27.429000+00:00
9078,27,10,2023-05-07 20:25:27.429000+00:00
9078,27,11,2023-05-07 20:25:27.929000+00:00
9078,18,10,2023-05-07 20:25:27.929000+00:00
9078,20,11,2023-05-07 20:25:28.397000+00:00
9078,27,12,2023-05-07 20:25:28.397000+00:00
9078,16,12,2023-05-07 20:25:28.960000+00:00
9078,27,13,2023-05-07 20:25:28.960000+00:00
9078,77,13,2023-05-07 20:25:40.272000+00:00
9078,27,14,2023-05-07 20:25:40.272000+00:00
9078,23,14,2023-05-07 20:25:42.944000+00:00
9078,27,15,2023-05-07 20:25:42.944000+00:00
9078,27,16,2023-05-07 20:25:46.913000+00:00
9078,4,15,2023-05-07 20:25:46.913000+00:00
9078,55,4,2023-05-07 20:26:10.913000+00:00
9078,31,5,2023-05-07 20:26:10.913000+00:00
9078,63,5,2023-05-07 20:28:32.911000+00:00
9078,31,6,2023-05-07 20:28:32.911000+00:00
9078,20,12,2023-05-07 20:30:00.222000+00:00
9078,16,11,2023-05-07 20:30:00.222000+00:00
9078,10,8,2023-05-07 20:30:04.363000+00:00
9078,22,9,2023-05-07 20:30:04.363000+00:00
9078,22,10,2023-05-07 20:30:05.722000+00:00
9078,18,9,2023-05-07 20:30:05.722000+00:00
9078,16,10,2023-05-07 20:30:09.988000+00:00
9078,22,11,2023-05-07 20:30:09.988000+00:00
9078,20,11,2023-05-07 20:30:10.097000+00:00
9078,22,12,2023-05-07 20:30:10.097000+00:00
9078,20,10,2023-05-07 20:30:16.925000+00:00
9078,16,11,2023-05-07 20:30:16.925000+00:00
9078,77,12,2023-05-07 20:30:17.722000+00:00
9078,22,13,2023-05-07 20:30:17.722000+00:00
9078,23,13,2023-05-07 20:30:19.941000+00:00
9078,22,14,2023-05-07 20:30:19.941000+00:00
9078,27,15,2023-05-07 20:30:24.957000+00:00
9078,4,16,2023-05-07 20:30:24.957000+00:00
9078,55,5,2023-05-07 20:30:43.206000+00:00
9078,63,4,2023-05-07 20:30:43.206000+00:00
9078,27,14,2023-05-07 20:31:09.597000+00:00
9078,22,15,2023-05-07 20:31:09.597000+00:00
9078,27,15,2023-05-07 20:31:15.222000+00:00
9078,22,14,2023-05-07 20:31:15.222000+00:00
9078,10,7,2023-05-07 20:31:39.612000+00:00
9078,44,8,2023-05-07 20:31:39.612000+00:00
9078,44,9,2023-05-07 20:31:41.081000+00:00
9078,18,8,2023-05-07 20:31:41.081000+00:00
9078,20,9,2023-05-07 20:31:43.534000+00:00
9078,44,10,2023-05-07 20:31:43.534000+00:00
9078,16,10,2023-05-07 20:31:43.581000+00:00
9078,44,11,2023-05-07 20:31:43.581000+00:00
9078,20,10,2023-05-07 20:31:50.143000+00:00
9078,16,9,2023-05-07 20:31:50.143000+00:00
9078,77,11,2023-05-07 20:31:50.206000+00:00
9078,44,12,2023-05-07 20:31:50.206000+00:00
9078,23,12,2023-05-07 20:31:52.237000+00:00
9078,44,13,2023-05-07 20:31:52.237000+00:00
9078,23,13,2023-05-07 20:32:37.564000+00:00
9078,44,12,2023-05-07 20:32:37.564000+00:00
9078,10,6,2023-05-07 20:34:44.188000+00:00
9078,31,7,2023-05-07 20:34:44.188000+00:00
9078,31,8,2023-05-07 20:34:45.782000+00:00
9078,18,7,2023-05-07 20:34:45.782000+00:00
9078,16,8,2023-05-07 20:34:48.360000+00:00
9078,31,9,2023-05-07 20:34:48.360000+00:00
9078,77,12,2023-05-07 20:34:48.672000+00:00
9078,44,11,2023-05-07 20:34:48.672000+00:00
9078,20,9,2023-05-07 20:34:49.688000+00:00
9078,31,10,2023-05-07 20:34:49.688000+00:00
9078,31,11,2023-05-07 20:34:55.579000+00:00
9078,44,10,2023-05-07 20:34:55.579000+00:00
9078,31,12,2023-05-07 20:34:55.657000+00:00
9078,77,11,2023-05-07 20:34:55.657000+00:00
9078,31,11,2023-05-07 20:35:02.391000+00:00
9078,77,12,2023-05-07 20:35:02.391000+00:00
9078,16,7,2023-05-07 20:39:21.247000+00:00
9078,18,8,2023-05-07 20:39:21.247000+00:00
9078,20,8,2023-05-07 20:39:27.669000+00:00
9078,18,9,2023-05-07 20:39:27.669000+00:00
9078,44,9,2023-05-07 20:39:30.404000+00:00
9078,18,10,2023-05-07 20:39:30.404000+00:00
9078,31,10,2023-05-07 20:39:31.529000+00:00
9078,18,11,2023-05-07 20:39:31.529000+00:00
9078,77,11,2023-05-07 20:39:34.779000+00:00
9078,18,12,2023-05-07 20:39:34.779000+00:00
9078,23,12,2023-05-07 20:39:35.997000+00:00
9078,18,13,2023-05-07 20:39:35.997000+00:00
9078,22,13,2023-05-07 20:39:36.607000+00:00
9078,18,14,2023-05-07 20:39:36.607000+00:00
9078,27,14,2023-05-07 20:39:38.341000+00:00
9078,18,15,2023-05-07 20:39:38.341000+00:00
9078,11,1,2023-05-07 20:43:20.604000+00:00
9078,1,2,2023-05-07 20:43:20.604000+00:00
9078,20,9,2023-05-07 20:44:45.744000+00:00
9078,44,8,2023-05-07 20:44:45.744000+00:00
9078,11,2,2023-05-07 20:46:09.837000+00:00
9078,1,1,2023-05-07 20:46:09.837000+00:00
9078,11,1,2023-05-07 20:46:09.899000+00:00
9078,1,2,2023-05-07 20:46:09.899000+00:00
9078,20,10,2023-05-07 20:46:22.586000+00:00
9078,31,9,2023-05-07 20:46:22.586000+00:00
9078,11,2,2023-05-07 20:46:23.930000+00:00
9078,1,1,2023-05-07 20:46:23.930000+00:00
9078,23,13,2023-05-07 20:47:07.914000+00:00
9078,22,12,2023-05-07 20:47:07.914000+00:00
9078,27,15,2023-05-07 20:47:09.211000+00:00
9078,18,14,2023-05-07 20:47:09.211000+00:00
9078,24,16,2023-05-07 20:48:11.741000+00:00
9078,4,17,2023-05-07 20:48:11.741000+00:00
9078,23,14,2023-05-07 20:48:57.538000+00:00
9078,18,13,2023-05-07 20:48:57.538000+00:00
9078,77,12,2023-05-07 20:51:39.411000+00:00
9078,22,11,2023-05-07 20:51:39.411000+00:00
9078,77,13,2023-05-07 20:53:16.894000+00:00
9078,18,12,2023-05-07 20:53:16.894000+00:00
9078,10,7,2023-05-07 20:54:48.800000+00:00
9078,16,6,2023-05-07 20:54:48.800000+00:00
9078,10,8,2023-05-07 20:55:28.252000+00:00
9078,44,7,2023-05-07 20:55:28.252000+00:00
9078,16,7,2023-05-07 20:56:59.532000+00:00
9078,44,6,2023-05-07 20:56:59.532000+00:00
9094,1,1,2023-05-28 12:01:06.820000+00:00
9094,14,2,2023-05-28 12:01:06.820000+00:00
9094,31,3,2023-05-28 12:01:06.820000+00:00
9094,55,4,2023-05-28 12:01:06.820000+00:00
9094,44,5,2023-05-28 12:01:06.820000+00:00
9094,16,6,2023-05-28 12:01:06.820000+00:00
9094,10,7,2023-05-28 12:01:06.820000+00:00
9094,63,8,2023-05-28 12:01:06.820000+00:00
9094,22,9,2023-05-28 12:01:06.820000+00:00
9094,4,10,2023-05-28 12:01:06.820000+00:00
9094,81,11,2023-05-28 12:01:06.820000+00:00
9094,21,12,2023-05-28 12:01:06.820000+00:00
9094,23,13,2023-05-28 12:01:06.820000+00:00
9094,18,14,2023-05-28 12:01:06.820000+00:00
9094,77,15,2023-05-28 12:01:06.820000+00:00
9094,2,16,2023-05-28 12:01:06.820000+00:00
9094,20,17,2023-05-28 12:01:06.820000+00:00
9094,27,18,2023-05-28 12:01:06.820000+00:00
9094,24,19,2023-05-28 12:01:06.820000+00:00
9094,11,20,2023-05-28 12:01:06.820000+00:00
9094,81,12,2023-05-28 13:03:19.895000+00:00
9094,21,11,2023-05-28 13:03:19.895000+00:00
9094,77,16,2023-05-28 13:03:20.676000+00:00
9094,2,15,2023-05-28 13:03:20.676000+00:00
9094,24,20,2023-05-28 13:03:21.613000+00:00
9094,11,19,2023-05-28 13:03:21.613000+00:00
9094,81,11,2023-05-28 13:03:27.207000+00:00
9094,21,12,2023-05-28 13:03:27.207000+00:00
9094,20,18,2023-05-28 13:03:28.426000+00:00
9094,27,17,2023-05-28 13:03:28.426000+00:00
9094,77,17,2023-05-28 13:03:33.816000+00:00
9094,27,16,2023-05-28 13:03:33.816000+00:00
9094,24,19,2023-05-28 13:03:36.707000+00:00
9094,11,20,2023-05-28 13:03:36.707000+00:00
9094,2,16,2023-05-28 13:03:43.347000+00:00
9094,27,15,2023-05-28 13:03:43.347000+00:00
9094,77,16,2023-05-28 13:03:43.738000+00:00
9094,2,17,2023-05-28 13:03:43.738000+00:00
9094,11,19,2023-05-28 13:03:45.222000+00:00
9094,24,20,2023-05-28 13:03:45.222000+00:00
9094,20,19,2023-05-28 13:03:51.863000+00:00
9094,24,18,2023-05-28 13:03:51.863000+00:00
9094,11,20,2023-05-28 13:03:51.863000+00:00
9094,18,15,2023-05-28 13:03:53.129000+00:00
9094,27,14,2023-05-28 13:03:53.129000+00:00
9094,20,18,2023-05-28 13:03:59.550000+00:00
9094,24,19,2023-05-28 13:03:59.550000+00:00
9094,18,16,2023-05-28 13:04:09.738000+00:00
9094,77,15,2023-05-28 13:04:09.738000+00:00
9094,18,17,2023-05-28 13:04:10.347000+00:00
9094,2,16,2023-05-28 13:04:10.347000+00:00
9094,18,18,2023-05-28 13:04:10.956000+00:00
9094,20,17,2023-05-28 13:04:10.956000+00:00
9094,77,14,2023-05-28 13:04:37.409000+00:00
9094,27,15,2023-05-28 13:04:37.409000+00:00
9094,2,15,2023-05-28 13:04:38.143000+00:00
9094,27,16,2023-05-28 13:04:38.143000+00:00
9094,20,16,2023-05-28 13:04:38.878000+00:00
9094,27,17,2023-05-28 13:04:38.878000+00:00
9094,18,17,2023-05-28 13:04:40.065000+00:00
9094,27,18,2023-05-28 13:04:40.065000+00:00
9094,27,19,2023-05-28 13:05:02.409000+00:00
9094,24,20,2023-05-28 13:05:02.409000+00:00
9094,11,18,2023-05-28 13:05:02.409000+00:00
9094,27,20,2023-05-28 13:05:02.987000+00:00
9094,24,19,2023-05-28 13:05:02.987000+00:00
9094,2,16,2023-05-28 13:25:09.278000+00:00
9094,20,15,2023-05-28 13:25:09.278000+00:00
9094,18,16,2023-05-28 13:25:55.746000+00:00
9094,2,17,2023-05-28 13:25:55.746000+00:00
9094,2,18,2023-05-28 13:26:01.027000+00:00
9094,11,17,2023-05-28 13:26:01.027000+00:00
9094,23,14,2023-05-28 13:26:29.839000+00:00
9094,77,13,2023-05-28 13:26:29.839000+00:00
9094,23,15,2023-05-28 13:27:16.619000+00:00
9094,20,14,2023-05-28 13:27:16.619000+00:00
9094,23,16,2023-05-28 13:27:18.088000+00:00
9094,18,15,2023-05-28 13:27:18.088000+00:00
9094,23,17,2023-05-28 13:27:19.135000+00:00
9094,11,16,2023-05-28 13:27:19.135000+00:00
9094,23,18,2023-05-28 13:27:22.963000+00:00
9094,2,17,2023-05-28 13:27:22.963000+00:00
9094,23,19,2023-05-28 13:27:23.260000+00:00
9094,24,18,2023-05-28 13:27:23.260000+00:00
9094,23,20,2023-05-28 13:27:23.932000+00:00
