session_key,driver_number,position,number_of_laps,duration,gap_to_leader,gap_to_leader_raw,dnf,dns,dsq
9175,20,19,30,80.112,1.426,1.426,False,False,False
9175,14,20,30,80.426,1.74,1.74,False,False,False
9176,1,1,19,77.887,0.0,0,False,False,False
9176,23,2,19,77.957,0.07,0.07,False,False,False
9176,11,3,19,78.026,0.139,0.139,False,False,False
9176,63,4,20,78.248,0.361,0.361,False,False,False
9176,81,5,22,78.392,0.505,0.505,False,False,False
9176,77,6,26,78.437,0.55,0.55,False,False,False
9176,22,7,26,78.45,0.563,0.563,False,False,False
9176,4,8,21,78.48,0.593,0.593,False,False,False
9176,3,9,15,78.499,0.612,0.612,False,False,False
9176,44,10,21,78.522,0.635,0.635,False,False,False
9176,2,11,15,78.718,0.831,0.831,False,False,False
9176,24,12,21,78.917,1.03,1.03,False,False,False
9176,16,13,22,78.97,1.083,1.083,False,False,False
9176,18,14,21,79.094,1.207,1.207,False,False,False
9176,55,15,23,79.293,1.406,1.406,False,False,False
9176,27,16,18,79.32,1.433,1.433,False,False,False
9176,14,17,21,79.471,1.584,1.584,False,False,False
9176,10,18,19,79.509,1.622,1.622,False,False,False
9176,20,19,9,79.573,1.686,1.686,False,False,False
9176,31,20,19,79.839,1.952,1.952,False,False,False
9177,16,1,17,,0.0,0.0,False,False,False
9177,55,2,17,,0.067,0.067,False,False,False
9177,1,3,15,,0.097,0.097,False,False,False
9177,3,4,15,,0.216,0.216,False,False,False
9177,11,5,16,,0.257,0.257,False,False,False
9177,44,6,18,,0.288,0.288,False,False,False
9177,81,7,18,,0.457,0.457,False,False,False
9177,63,8,19,,0.508,0.508,False,False,False
9177,77,9,17,,0.866,0.866,False,False,False
9177,24,10,15,,0.884,0.884,False,False,False
9177,10,11,15,,0.95,0.95,False,False,False
9177,27,12,12,,0.953,0.953,False,False,False
9177,14,13,14,,1.167,1.167,False,False,False
9177,23,14,12,,1.576,1.576,False,False,False
9177,22,15,11,,0.791,0.791,True,False,False
9177,31,16,6,,0.981,0.981,False,False,False
9177,20,17,9,,1.064,1.064,False,False,False
9177,18,18,9,,1.128,1.128,False,False,False
9177,4,19,6,,3.455,3.455,False,False,False
9177,2,,6,,,,True,False,False
9181,1,1,71,7350.814,0.0,0,False,False,False
9181,44,2,71,7364.689,13.875,13.875,False,False,False
9181,16,3,71,7373.938,23.124,23.124,False,False,False
9181,55,4,71,7377.968,27.154,27.154,False,False,False
9181,4,5,71,7384.08,33.266,33.266,False,False,False
9181,63,6,71,7391.834,41.02,41.02,False,False,False
9181,3,7,71,7392.384,41.57,41.57,False,False,False
9181,81,8,71,7393.918,43.104,43.104,False,False,False
9181,23,9,71,7399.387,48.573,48.573,False,False,False
9181,31,10,71,7413.693,62.879,62.879,False,False,False
9181,10,11,71,7417.022,66.208,66.208,False,False,False
9181,22,12,71,7429.796,78.982,78.982,False,False,False
9181,27,13,71,7431.123,80.309,80.309,False,False,False
9181,24,14,71,7432.49,81.676,81.676,False,False,False
9181,77,15,71,7436.411,85.597,85.597,False,False,False
9181,2,16,70,,,,True,False,False
9181,18,17,66,,,,True,False,False
9181,14,,47,,,,True,False,False
9181,20,,31,,,,True,False,False
9181,11,,1,,,,True,False,False
9198,55,1,30,71.732,0.0,0,False,False,False
9198,16,2,32,71.84,0.108,0.108,False,False,False
9198,63,3,31,71.865,0.133,0.133,False,False,False
9198,27,4,19,71.928,0.196,0.196,False,False,False
9198,23,5,28,72.044,0.312,0.312,False,False,False
9198,18,6,26,72.136,0.404,0.404,False,False,False
9198,10,7,31,72.184,0.452,0.452,False,False,False
9198,24,8,27,72.481,0.749,0.749,False,False,False
9198,2,9,30,72.579,0.847,0.847,False,False,False
9198,20,10,24,72.592,0.86,0.86,False,False,False
9198,14,11,28,72.615,0.883,0.883,False,False,False
9198,44,12,30,72.638,0.906,0.906,False,False,False
9198,22,13,29,72.714,0.982,0.982,False,False,False
9198,3,14,27,72.778,1.046,1.046,False,False,False
9198,31,15,30,72.779,1.047,1.047,False,False,False
9198,1,16,30,72.793,1.061,1.061,False,False,False
9198,77,17,31,73.012,1.28,1.28,False,False,False
9198,11,18,31,73.056,1.324,1.324,False,False,False
9198,4,19,25,73.629,1.897,1.897,False,False,False
9198,81,20,28,73.838,2.106,2.106,False,False,False
9304,1,1,18,,0.0,0.0,False,False,False
9304,16,2,18,,0.294,0.294,False,False,False
9304,18,3,16,,0.617,0.617,False,False,False
9304,14,4,18,,0.66,0.66,False,False,False
9304,44,5,21,,0.742,0.742,False,False,False
9304,63,6,21,,0.863,0.863,False,False,False
9304,4,7,13,,1.26,1.26,False,False,False
9304,55,8,20,,1.262,1.262,False,False,False
9304,11,9,17,,1.594,1.594,False,False,False
9304,81,10,15,,0.309,0.309,True,False,False
9304,27,11,15,,0.526,0.526,False,False,False
9304,31,12,15,,0.541,0.541,False,False,False
9304,10,13,14,,0.546,0.546,False,False,False
9304,20,14,15,,0.702,0.702,False,False,False
9304,23,15,15,,0.819,0.819,False,False,False
9304,22,16,9,,0.497,0.497,False,False,False
9304,3,17,6,,0.503,0.503,False,False,False
9304,77,18,9,,0.615,0.615,False,False,False
9304,2,19,9,,0.695,0.695,False,False,False
9304,24,20,9,,0.935,0.935,False,False,False
9308,4,1,15,,0.0,0.0,False,False,False
9308,1,2,16,,0.061,0.061,False,False,False
9308,11,3,16,,0.134,0.134,False,False,False
9308,63,4,14,,0.235,0.235,False,False,False
9308,44,5,14,,0.318,0.318,False,False,False
9308,22,6,12,,0.397,0.397,False,False,False
9308,16,7,15,,0.455,0.455,False,False,False
9308,3,8,11,,0.5,0.5,False,False,False
9308,55,9,13,,0.504,0.504,False,False,False
9308,81,10,14,,0.567,0.567,False,False,False
9308,20,11,10,,0.506,0.506,False,False,False
9308,27,12,10,,0.531,0.531,False,False,False
9308,10,13,8,,0.601,0.601,False,False,False
9308,77,14,8,,0.651,0.651,False,False,False
9308,14,15,6,,0.428,0.428,False,False,False
9308,31,16,5,,0.592,0.592,False,False,False
9308,18,17,6,,0.686,0.686,False,False,False
9308,24,18,5,,0.701,0.701,False,False,False
9308,23,19,5,,0.729,0.729,False,False,False
9308,2,20,6,,0.819,0.819,False,False,False
9204,1,1,24,1807.209,0.0,0,False,False,False
9204,4,2,24,1811.496,4.287,4.287,False,False,False
9204,11,3,24,1820.826,13.617,13.617,False,False,False
9204,63,4,24,1833.088,25.879,25.879,False,False,False
9204,16,5,24,1835.769,28.56,28.56,False,False,False
9204,22,6,24,1836.419,29.21,29.21,False,False,False
9204,44,7,24,1841.935,34.726,34.726,False,False,False
9204,55,8,24,1842.315,35.106,35.106,False,False,False
9204,3,9,24,1842.512,35.303,35.303,False,False,False
9204,81,10,24,1845.428,38.219,38.219,False,False,False
9204,14,11,24,1846.27,39.061,39.061,False,False,False
9204,18,12,24,1846.687,39.478,39.478,False,False,False
9204,10,13,24,1847.83,40.621,40.621,False,False,False
9204,31,14,24,1850.057,42.848,42.848,False,False,False
9204,23,15,24,1850.603,43.394,43.394,False,False,False
9204,20,16,24,1863.716,56.507,56.507,False,False,False
9204,24,17,24,1865.932,58.723,58.723,False,False,False
9204,27,18,24,1867.539,60.33,60.33,False,False,False
9204,77,19,24,1867.958,60.749,60.749,False,False,False
9204,2,20,24,1868.154,60.945,60.945,False,False,False
9205,1,1,71,7008.894,0.0,0,False,False,False
9205,4,2,71,7017.171,8.277,8.277,False,False,False
9205,14,3,71,7043.049,34.155,34.155,False,False,False
9205,11,4,71,7043.102,34.208,34.208,False,False,False
9205,18,5,71,7049.739,40.845,40.845,False,False,False
9205,55,6,71,7059.082,50.188,50.188,False,False,False
9205,10,7,71,7064.987,56.093,56.093,False,False,False
9205,44,8,71,7071.753,62.859,62.859,False,False,False
9205,22,9,71,7078.774,69.88,69.88,False,False,False
9205,31,10,70,,,+1 LAP,False,False,False
9205,2,11,70,,,+1 LAP,False,False,False
9205,27,12,70,,,+1 LAP,False,False,False
9205,3,13,70,,,+1 LAP,False,False,False
9205,81,14,69,,,+2 LAPS,False,False,False
9205,63,,57,,,,True,False,False
9205,77,,39,,,,True,False,False
9205,24,,22,,,,True,False,False
9205,20,,0,,,,True,False,False
9205,23,,0,,,,True,False,False
9205,16,,0,,,,False,True,False
9182,16,1,4,100.909,0.0,0,False,False,False
9182,27,2,4,103.446,2.537,2.537,False,False,False
9182,20,3,4,104.261,3.352,3.352,False,False,False
9182,1,4,4,104.397,3.488,3.488,False,False,False
9182,31,5,5,105.365,4.456,4.456,False,False,False
9182,63,6,4,105.497,4.588,4.588,False,False,False
9182,55,7,4,105.824,4.915,4.915,False,False,False
9182,22,8,5,105.908,4.999,4.999,False,False,False
9182,11,9,4,106.793,5.884,5.884,False,False,False
9182,77,10,5,107.147,6.238,6.238,False,False,False
9182,10,11,5,108.253,7.344,7.344,False,False,False
9182,44,12,4,108.513,7.604,7.604,False,False,False
9182,3,13,4,108.65,7.741,7.741,False,False,False
9182,24,14,5,108.822,7.913,7.913,False,False,False
9182,4,15,3,108.947,8.038,8.038,False,False,False
9182,18,16,2,,,,False,False,False
9182,81,17,2,,,,False,False,False
9182,23,18,2,,,,False,False,False
9182,14,19,2,,,,False,False,False
9183,16,1,39,95.265,0.0,0,False,False,False
9183,55,2,39,95.782,0.517,0.517,False,False,False
9183,14,3,38,95.793,0.528,0.528,False,False,False
9183,11,4,36,96.085,0.82,0.82,False,False,False
9183,77,5,36,96.129,0.864,0.864,False,False,False
9183,1,6,37,96.183,0.918,0.918,False,False,False
9183,27,7,33,96.489,1.224,1.224,False,False,False
9183,18,8,41,96.496,1.231,1.231,False,False,False
9183,44,9,42,96.663,1.398,1.398,False,False,False
9183,23,10,42,96.688,1.423,1.423,False,False,False
9183,4,11,33,96.864,1.599,1.599,False,False,False
9183,63,12,37,96.89,1.625,1.625,False,False,False
9183,20,13,37,96.917,1.652,1.652,False,False,False
9183,81,14,35,96.987,1.722,1.722,False,False,False
9183,10,15,33,97.134,1.869,1.869,False,False,False
9183,31,16,37,97.241,1.976,1.976,False,False,False
9183,22,17,41,97.412,2.147,2.147,False,False,False
9183,24,18,36,97.656,2.391,2.391,False,False,False
9183,3,19,40,97.68,2.415,2.415,False,False,False
9183,2,20,42,98.14,2.875,2.875,False,False,False
9184,63,1,23,94.093,0.0,0,False,False,False
9184,81,2,20,94.491,0.398,0.398,False,False,False
9184,2,3,17,94.645,0.552,0.552,False,False,False
9184,1,4,14,94.653,0.56,0.56,False,False,False
9184,11,5,13,94.706,0.613,0.613,False,False,False
9184,23,6,14,94.726,0.633,0.633,False,False,False
9184,14,7,18,94.788,0.695,0.695,False,False,False
9184,44,8,24,94.853,0.76,0.76,False,False,False
9184,77,9,18,94.908,0.815,0.815,False,False,False
9184,20,10,18,95.067,0.974,0.974,False,False,False
9184,4,11,17,95.089,0.996,0.996,False,False,False
9184,27,12,17,95.112,1.019,1.019,False,False,False
9184,18,13,20,95.253,1.16,1.16,False,False,False
9184,31,14,15,95.297,1.204,1.204,False,False,False
9184,24,15,15,95.881,1.788,1.788,False,False,False
9184,16,16,22,95.908,1.815,1.815,False,False,False
9184,55,17,21,95.939,1.846,1.846,False,False,False
9184,22,18,15,96.087,1.994,1.994,False,False,False
9184,10,19,12,96.485,2.392,2.392,False,False,False
9184,3,20,15,97.778,3.685,3.685,False,False,False
9314,16,1,23,,0.0,0.0,False,False,False
9314,55,2,23,,0.044,0.044,False,False,False
9314,1,3,19,,0.378,0.378,False,False,False
9314,63,4,22,,0.386,0.386,False,False,False
9314,10,5,25,,0.513,0.513,False,False,False
9314,23,6,21,,0.597,0.597,False,False,False
9314,2,7,23,,0.787,0.787,False,False,False
9314,77,8,19,,0.799,0.799,False,False,False
9314,20,9,23,,0.811,0.811,False,False,False
9314,14,10,24,,0.829,0.829,False,False,False
9314,44,11,15,,1.062,1.062,False,False,False
9314,11,12,14,,1.08,1.08,False,False,False
9314,27,13,17,,1.204,1.204,False,False,False
9314,18,14,18,,1.424,1.424,False,False,False
9314,3,15,18,,1.533,1.533,False,False,False
9314,4,16,9,,1.086,1.086,False,False,False
9314,31,17,10,,1.217,1.217,False,False,False
9314,24,18,10,,1.232,1.232,False,False,False
9314,81,19,10,,1.233,1.233,False,False,False
9314,22,20,9,,2.83,2.83,False,False,False
9189,1,1,50,5348.289,0.0,0,False,False,False
9189,16,2,50,5350.359,2.07,2.07,False,False,False
9189,11,3,50,5350.53,2.241,2.241,False,False,False
9189,31,4,50,5366.954,18.665,18.665,False,False,False
9189,18,5,50,5368.356,20.067,20.067,False,False,False
9189,55,6,50,5369.123,20.834,20.834,False,False,False
9189,44,7,50,5370.044,21.755,21.755,False,False,False
9189,63,8,50,5371.38,23.091,23.091,False,False,False
9189,14,9,50,5374.253,25.964,25.964,False,False,False
9189,81,10,50,5377.785,29.496,29.496,False,False,False
9189,10,11,50,5382.559,34.27,34.27,False,False,False
9189,23,12,50,5391.687,43.398,43.398,False,False,False
9189,20,13,50,5393.114,44.825,44.825,False,False,False
9189,3,14,50,5396.814,48.525,48.525,False,False,False
9189,24,15,50,5398.451,50.162,50.162,False,False,False
9189,2,16,50,5399.171,50.882,50.882,False,False,False
9189,77,17,50,5433.639,85.35,85.35,False,False,False
9189,22,18,46,,,,True,False,False
9189,27,19,45,,,,True,False,False
9189,4,,2,,,,True,False,False
9190,63,1,26,86.072,0.0,0,False,False,False
9190,34,2,26,86.36,0.288,0.288,False,False,False
9190,3,3,26,86.433,0.361,0.361,False,False,False
9190,77,4,21,86.453,0.381,0.381,False,False,False
9190,18,5,21,86.631,0.559,0.559,False,False,False
9190,81,6,25,86.665,0.593,0.593,False,False,False
9190,55,7,24,86.676,0.604,0.604,False,False,False
9190,39,8,25,86.703,0.631,0.631,False,False,False
9190,10,9,26,86.72,0.648,0.648,False,False,False
9190,22,10,27,86.725,0.653,0.653,False,False,False
9190,2,11,27,86.742,0.67,0.67,False,False,False
9190,42,12,27,86.815,0.743,0.743,False,False,False
9190,61,13,23,86.865,0.793,0.793,False,False,False
9190,98,14,20,87.093,1.021,1.021,False,False,False
9190,29,15,23,87.114,1.042,1.042,False,False,False
9190,36,16,24,87.208,1.136,1.136,False,False,False
9190,37,17,20,87.244,1.172,1.172,False,False,False
9190,45,18,28,87.46,1.388,1.388,False,False,False
9190,20,19,26,87.462,1.39,1.39,False,False,False
9190,50,20,24,87.569,1.497,1.497,False,False,False
9191,16,1,16,84.809,0.0,0,False,False,False
9191,4,2,18,84.852,0.043,0.043,False,False,False
9191,1,3,17,84.982,0.173,0.173,False,False,False
9191,77,4,16,85.024,0.215,0.215,False,False,False
9191,11,5,17,85.112,0.303,0.303,False,False,False
9191,63,6,17,85.122,0.313,0.313,False,False,False
9191,24,7,18,85.223,0.414,0.414,False,False,False
9191,44,8,16,85.315,0.506,0.506,False,False,False
9191,10,9,15,85.321,0.512,0.512,False,False,False
9191,81,10,18,85.361,0.552,0.552,False,False,False
9191,14,11,17,85.397,0.588,0.588,False,False,False
9191,3,12,16,85.467,0.658,0.658,False,False,False
9191,18,13,17,85.492,0.683,0.683,False,False,False
9191,31,14,17,85.566,0.757,0.757,False,False,False
9191,22,15,17,85.669,0.86,0.86,False,False,False
9191,23,16,20,86.081,1.272,1.272,False,False,False
9191,20,17,18,86.413,1.604,1.604,False,False,False
9191,2,18,17,86.659,1.85,1.85,False,False,False
9191,55,19,4,86.707,1.898,1.898,False,False,False
9191,27,20,7,87.147,2.338,2.338,False,False,False
9192,63,1,14,84.418,0.0,0,False,False,False
9192,4,2,16,84.513,0.095,0.095,False,False,False
9192,81,3,16,84.81,0.392,0.392,False,False,False
9192,23,4,17,84.929,0.511,0.511,False,False,False
9192,16,5,27,85.099,0.681,0.681,False,False,False
9192,1,6,19,85.153,0.735,0.735,False,False,False
9192,31,7,18,85.194,0.776,0.776,False,False,False
9192,2,8,17,85.205,0.787,0.787,False,False,False
9192,22,9,15,85.222,0.804,0.804,False,False,False
9192,24,10,23,85.258,0.84,0.84,False,False,False
9192,11,11,21,85.259,0.841,0.841,False,False,False
9192,44,12,26,85.292,0.874,0.874,False,False,False
9192,10,13,18,85.303,0.885,0.885,False,False,False
9192,14,14,25,85.343,0.925,0.925,False,False,False
9192,18,15,24,85.405,0.987,0.987,False,False,False
9192,77,16,16,85.42,1.002,1.002,False,False,False
9192,27,17,22,85.584,1.166,1.166,False,False,False
9192,3,18,15,85.597,1.179,1.179,False,False,False
9192,20,19,20,85.652,1.234,1.234,False,False,False
9192,55,20,29,85.713,1.295,1.295,False,False,False
9193,1,1,15,,0.0,0.0,False,False,False
9193,16,2,18,,0.139,0.139,False,False,False
9193,81,3,17,,0.337,0.337,False,False,False
9193,63,4,18,,0.343,0.343,False,False,False
9193,4,5,16,,0.371,0.371,False,False,False
9193,22,6,18,,0.523,0.523,False,False,False
9193,14,7,18,,0.639,0.639,False,False,False
9193,27,8,18,,0.663,0.663,False,False,False
9193,11,9,17,,0.726,0.726,False,False,False
9193,10,10,18,,1.103,1.103,False,False,False
9193,44,11,12,,0.619,0.619,False,False,False
9193,31,12,12,,0.651,0.651,False,False,False
9193,18,13,12,,0.682,0.682,False,False,False
9193,23,14,12,,0.699,0.699,False,False,False
9193,3,15,12,,0.702,0.702,False,False,False
9193,55,16,6,,0.578,0.578,False,False,False
9193,20,17,6,,0.604,0.604,False,False,False
9193,77,18,6,,0.628,0.628,False,False,False
9193,24,19,6,,0.999,0.999,False,False,False
9193,2,,6,,,,True,False,False
9197,1,1,58,5222.624,0.0,0,False,False,False
9197,16,2,58,5240.617,17.993,17.993,False,False,False
9197,63,3,58,5242.952,20.328,20.328,False,False,False
9197,11,4,58,5244.077,21.453,21.453,False,False,False
9197,4,5,58,5246.908,24.284,24.284,False,False,False
9197,81,6,58,5254.111,31.487,31.487,False,False,False
9197,14,7,58,5262.136,39.512,39.512,False,False,False
9197,22,8,58,5265.712,43.088,43.088,False,False,False
9197,44,9,58,5267.048,44.424,44.424,False,False,False
9197,18,10,58,5278.256,55.632,55.632,False,False,False
9197,3,11,58,5278.853,56.229,56.229,False,False,False
9197,31,12,58,5288.997,66.373,66.373,False,False,False
9197,10,13,58,5292.984,70.36,70.36,False,False,False
9197,23,14,58,5295.808,73.184,73.184,False,False,False
9197,27,15,58,5306.32,83.696,83.696,False,False,False
9197,2,16,58,5310.415,87.791,87.791,False,False,False
9197,24,17,58,5312.046,89.422,89.422,False,False,False
9197,55,18,57,,,,True,False,False
9197,77,19,57,,,+1 LAP,False,False,False
9197,20,20,57,,,+1 LAP,False,False,False
